,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Outlier,cluster
6528,AUDI,A4 quattro,COMPACT,2.0,4,AM7,Z,10.0,7.3,8.8,32,205,1,1
6529,AUDI,A4 allroad quattro,STATION WAGON - SMALL,2.0,4,AM7,Z,10.0,7.4,8.8,32,206,1,1
6530,AUDI,A5 quattro,SUBCOMPACT,2.0,4,AM7,Z,10.0,7.3,8.8,32,205,1,1
6531,AUDI,A5 Cabriolet quattro,SUBCOMPACT,2.0,4,AM7,Z,10.0,7.4,8.8,32,206,1,1
6532,AUDI,A5 Sportback quattro,MID-SIZE,2.0,4,AM7,Z,10.0,7.3,8.8,32,205,1,1
6533,AUDI,A6 quattro,MID-SIZE,2.0,4,AM7,Z,9.8,7.4,8.7,32,205,1,1
6534,AUDI,A6 quattro,MID-SIZE,3.0,6,AM7,Z,10.9,8.2,9.7,29,226,1,1
6535,AUDI,A6 allroad,MID-SIZE,3.0,6,AM7,Z,11.8,9.1,10.6,27,247,1,1
6536,AUDI,A7 quattro,MID-SIZE,3.0,6,AM7,Z,10.9,8.2,9.7,29,226,1,1
6537,AUDI,A8L,FULL-SIZE,3.0,6,AS8,Z,13.5,8.9,11.5,25,267,1,1
6538,AUDI,A8L,FULL-SIZE,4.0,8,AS8,Z,15.4,10.4,13.2,21,308,1,1
6540,AUDI,Q5,SUV - SMALL,2.0,4,AM7,Z,10.7,8.4,9.7,29,226,1,1
6541,AUDI,Q7,SUV - STANDARD,3.0,6,AS8,Z,13.8,11.4,12.7,22,296,1,1
6542,AUDI,Q8,SUV - STANDARD,3.0,6,AS8,Z,13.8,11.4,12.7,22,296,1,1
6543,AUDI,R8 Coupe,TWO-SEATER,5.2,10,AM7,Z,17.5,11.7,14.9,19,347,1,1
6544,AUDI,R8 Spyder,TWO-SEATER,5.2,10,AM7,Z,17.5,11.7,14.9,19,347,1,1
6545,AUDI,RS 3,SUBCOMPACT,2.5,5,AM7,Z,12.1,8.4,10.4,27,243,1,1
6547,AUDI,S4,COMPACT,3.0,6,AS8,Z,11.8,8.9,10.5,27,245,1,1
6548,AUDI,S5,SUBCOMPACT,3.0,6,AS8,Z,11.8,8.9,10.5,27,245,1,1
6549,AUDI,S5 Cabriolet,SUBCOMPACT,3.0,6,AS8,Z,12.1,9.1,10.8,26,252,1,1
6550,AUDI,S5 Sportback,MID-SIZE,3.0,6,AS8,Z,11.8,8.9,10.5,27,245,1,1
6551,AUDI,S6,MID-SIZE,2.9,6,AS8,Z,12.9,8.5,10.9,26,255,1,1
6552,AUDI,S7,MID-SIZE,2.9,6,AS8,Z,12.9,8.5,10.9,26,255,1,1
6553,AUDI,S8,FULL-SIZE,4.0,8,AS8,Z,17.6,10.7,14.5,19,339,1,1
6554,AUDI,SQ5,SUV - SMALL,3.0,6,AS8,Z,13.1,10.3,11.8,24,276,1,1
6555,AUDI,TT Coupe quattro,SUBCOMPACT,2.0,4,AM7,X,10.3,7.7,9.1,31,213,1,0
6556,AUDI,TT Roadster quattro,TWO-SEATER,2.0,4,AM7,X,10.3,7.7,9.1,31,213,1,0
6557,AUDI,TT RS,SUBCOMPACT,2.5,5,AM7,Z,12.1,8.2,10.3,27,241,1,1
6560,BENTLEY,Bentayga,SUV - STANDARD,6.0,12,AS8,Z,20.0,13.8,17.2,16,401,-1,1
6561,BENTLEY,Continental GT,COMPACT,4.0,8,AM8,Z,15.1,9.1,12.4,23,291,1,1
6562,BENTLEY,Continental GT,COMPACT,6.0,12,AM8,Z,19.0,11.6,15.7,18,364,-1,1
6563,BENTLEY,Continental GT Convertible,SUBCOMPACT,4.0,8,AM8,Z,15.1,9.1,12.4,23,291,1,1
6564,BENTLEY,Continental GT Convertible,SUBCOMPACT,6.0,12,AM8,Z,19.2,12.2,16.0,18,373,-1,1
6565,BENTLEY,Flying Spur,MID-SIZE,6.0,12,AM8,Z,19.2,12.2,16.0,18,373,-1,1
6566,BMW,230i Cabriolet,SUBCOMPACT,2.0,4,AS8,Z,10.1,7.0,8.7,32,204,1,1
6567,BMW,230i xDrive Cabriolet,SUBCOMPACT,2.0,4,AS8,Z,10.9,7.5,9.4,30,219,1,1
6568,BMW,230i Coupe,SUBCOMPACT,2.0,4,AS8,Z,9.5,7.4,8.5,33,200,1,1
6569,BMW,230i xDrive Coupe,SUBCOMPACT,2.0,4,AS8,Z,10.9,7.5,9.4,30,219,1,1
6570,BMW,330i xDrive Sedan,COMPACT,2.0,4,AS8,Z,9.5,6.9,8.3,34,195,1,1
6572,BMW,430i Coupe,COMPACT,2.0,4,AS8,Z,10.1,7.0,8.7,32,204,1,1
6573,BMW,430i xDrive Coupe,COMPACT,2.0,4,AS8,Z,10.9,7.5,9.4,30,219,1,1
6574,BMW,430i xDrive Gran Coupe,COMPACT,2.0,4,AS8,Z,10.9,7.5,9.4,30,219,1,1
6575,BMW,440i xDrive Cabriolet,SUBCOMPACT,3.0,6,AS8,Z,12.4,8.5,10.7,26,249,1,1
6576,BMW,440i Coupe,COMPACT,3.0,6,AS8,Z,11.4,8.1,9.9,29,231,1,1
6577,BMW,440i xDrive Coupe,COMPACT,3.0,6,AS8,Z,11.4,8.3,10.0,28,233,1,1
6578,BMW,440i xDrive Coupe,COMPACT,3.0,6,M6,Z,13.0,8.5,11.0,26,257,1,1
6579,BMW,440i xDrive Gran Coupe,COMPACT,3.0,6,AS8,Z,11.4,8.3,10.0,28,233,1,1
6580,BMW,530i xDrive Sedan,MID-SIZE,2.0,4,AS8,Z,9.9,7.5,8.8,32,206,1,1
6581,BMW,540i xDrive Sedan,MID-SIZE,3.0,6,AS8,Z,10.7,8.1,9.5,30,222,1,1
6582,BMW,750i xDrive Sedan,FULL-SIZE,4.4,8,AS8,Z,14.5,9.9,12.4,23,290,1,1
6583,BMW,750Li xDrive Sedan,FULL-SIZE,4.4,8,AS8,Z,14.5,9.9,12.4,23,290,1,1
6584,BMW,Alpina B7 xDrive,FULL-SIZE,4.4,8,AS8,Z,14.5,9.9,12.4,23,290,1,1
6585,BMW,M2 Competition,SUBCOMPACT,3.0,6,AM7,Z,14.1,10.3,12.4,23,290,1,1
6587,BMW,M240i Cabriolet,SUBCOMPACT,3.0,6,AS8,Z,11.4,8.1,9.9,29,231,1,1
6588,BMW,M240i Cabriolet,SUBCOMPACT,3.0,6,M6,Z,12.7,8.8,10.9,26,255,1,1
6589,BMW,M240i xDrive Cabriolet,SUBCOMPACT,3.0,6,AS8,Z,11.4,8.3,10.0,28,233,1,1
6590,BMW,M240i Coupe,SUBCOMPACT,3.0,6,AS8,Z,11.4,8.1,9.9,29,231,1,1
6591,BMW,M240i Coupe M Performance,SUBCOMPACT,3.0,6,AS8,Z,11.4,8.1,9.9,29,231,1,1
6592,BMW,M240i Coupe,SUBCOMPACT,3.0,6,M6,Z,12.7,8.8,10.9,26,255,1,1
6593,BMW,M240i Coupe M Performance,SUBCOMPACT,3.0,6,M6,Z,12.7,8.8,10.9,26,255,1,1
6594,BMW,M240i xDrive Coupe,SUBCOMPACT,3.0,6,AS8,Z,11.4,8.3,10.0,28,233,1,1
6595,BMW,M240i xDrive Coupe M Performance,SUBCOMPACT,3.0,6,AS8,Z,11.4,8.3,10.0,28,233,1,1
6596,BMW,M340i xDrive Sedan,COMPACT,3.0,6,AS8,Z,11.4,8.3,10.0,28,233,1,1
6601,BMW,M4 Coupe,COMPACT,3.0,6,AM7,Z,14.1,10.3,12.4,23,290,1,1
6602,BMW,M4 Coupe Competition,COMPACT,3.0,6,AM7,Z,14.1,10.3,12.4,23,290,1,1
6605,BMW,M4 CS,COMPACT,3.0,6,AM7,Z,14.1,10.3,12.4,23,290,1,1
6606,BMW,M5 Sedan,MID-SIZE,4.4,8,AS8,Z,16.0,11.0,13.8,20,322,1,1
6607,BMW,M5 Competition,MID-SIZE,4.4,8,AS8,Z,16.0,11.0,13.8,20,322,1,1
6608,BMW,M550i xDrive Sedan,MID-SIZE,4.4,8,AS8,Z,13.6,9.3,11.7,24,273,1,1
6609,BMW,M760i xDrive Sedan,FULL-SIZE,6.6,12,AS8,Z,17.8,11.9,15.1,19,354,-1,1
6610,BMW,M8 Cabriolet,SUBCOMPACT,4.4,8,AS8,Z,16.0,11.0,13.8,20,322,1,1
6611,BMW,M8 Cabriolet Competition,SUBCOMPACT,4.4,8,AS8,Z,16.0,11.0,13.8,20,322,1,1
6612,BMW,M8 Coupe,SUBCOMPACT,4.4,8,AS8,Z,16.0,11.0,13.8,20,322,1,1
6613,BMW,M8 Coupe Competition,SUBCOMPACT,4.4,8,AS8,Z,16.0,11.0,13.8,20,322,1,1
6614,BMW,M8 Gran Coupe,MID-SIZE,4.4,8,AS8,Z,16.0,11.0,13.8,20,322,1,1
6615,BMW,M8 Gran Coupe Competition,MID-SIZE,4.4,8,AS8,Z,16.0,11.0,13.8,20,322,1,1
6616,BMW,M850i xDrive Cabriolet,SUBCOMPACT,4.4,8,AS8,Z,14.5,9.9,12.4,23,290,1,1
6617,BMW,M850i xDrive Coupe,SUBCOMPACT,4.4,8,AS8,Z,13.6,9.3,11.7,24,273,1,1
6618,BMW,M850i xDrive Gran Coupe,MID-SIZE,4.4,8,AS8,Z,14.5,9.9,12.4,23,290,1,1
6619,BMW,X1 xDrive28i,SUV - SMALL,2.0,4,AS8,Z,10.3,7.7,9.1,31,213,1,1
6620,BMW,X2 xDrive28i,SUV - SMALL,2.0,4,AS8,Z,9.9,7.6,8.8,32,207,1,1
6621,BMW,X2 M35i,SUV - SMALL,2.0,4,AS8,Z,10.0,7.8,9.0,31,210,1,1
6622,BMW,X3 xDrive30i,SUV - SMALL,2.0,4,AS8,Z,10.0,8.2,9.2,31,215,1,1
6623,BMW,X3 M,SUV - SMALL,3.0,6,AS8,Z,16.6,12.1,14.6,19,339,1,1
6624,BMW,X3 M Competition,SUV - SMALL,3.0,6,AS8,Z,16.6,12.1,14.6,19,339,1,1
6625,BMW,X3 M40i,SUV - SMALL,3.0,6,AS8,Z,11.3,8.7,10.1,28,235,1,1
6626,BMW,X4 xDrive30i,SUV - SMALL,2.0,4,AS8,Z,10.0,8.2,9.2,31,215,1,1
6627,BMW,X4 M,SUV - SMALL,3.0,6,AS8,Z,16.6,12.1,14.6,19,339,1,1
6628,BMW,X4 M Competition,SUV - SMALL,3.0,6,AS8,Z,16.6,12.1,14.6,19,339,1,1
6629,BMW,X4 M40i,SUV - SMALL,3.0,6,AS8,Z,11.3,8.7,10.1,28,235,1,1
6631,BMW,X5 xDrive50i,SUV - STANDARD,4.4,8,AS8,Z,14.5,10.7,12.8,22,302,1,1
6632,BMW,X5 M50i,SUV - STANDARD,4.4,8,AS8,Z,14.5,10.7,12.8,22,302,1,1
6633,BMW,X6 xDrive40i,SUV - STANDARD,3.0,6,AS8,Z,11.7,9.1,10.5,27,245,1,1
6634,BMW,X6 M50i,SUV - STANDARD,4.4,8,AS8,Z,14.5,10.7,12.8,22,302,1,1
6636,BMW,X7 xDrive50i,SUV - STANDARD,4.4,8,AS8,Z,15.5,11.4,13.6,21,318,1,1
6637,BMW,X7 M50i,SUV - STANDARD,4.4,8,AS8,Z,15.5,11.4,13.6,21,318,1,1
6638,BMW,Z4 sDrive30i,TWO-SEATER,2.0,4,AS8,Z,9.5,7.4,8.5,33,200,1,1
6639,BMW,Z4 M40i,TWO-SEATER,3.0,6,AS8,Z,10.3,8.0,9.3,30,216,1,1
6642,BUICK,Enclave AWD,SUV - STANDARD,3.6,6,A9,X,13.6,9.6,11.8,24,277,1,0
6644,BUICK,Encore AWD,SUV - SMALL,1.4,4,AS6,X,10.0,8.0,9.1,31,214,1,0
6645,BUICK,Encore GX,SUV - SMALL,1.2,3,AV,X,9.0,7.7,8.4,34,198,1,0
6646,BUICK,Encore GX AWD,SUV - SMALL,1.3,3,A9,X,9.0,8.0,8.5,33,199,1,0
6647,BUICK,Envision AWD,SUV - SMALL,2.0,4,A9,Z,11.7,9.4,10.7,26,250,1,1
6649,BUICK,Regal,MID-SIZE,2.0,4,AS9,Z,10.3,7.4,9.0,31,211,1,1
6651,BUICK,Regal AWD,MID-SIZE,3.6,6,AS9,X,12.5,8.8,10.9,26,255,1,0
6652,CADILLAC,CT4,COMPACT,2.0,4,AS8,Z,10.1,6.8,8.7,32,203,1,1
6653,CADILLAC,CT4,COMPACT,2.7,4,AS10,Z,11.5,8.0,9.9,29,232,1,1
6654,CADILLAC,CT4 AWD,COMPACT,2.0,4,AS8,Z,10.4,7.4,9.1,31,213,1,1
6655,CADILLAC,CT4 AWD,COMPACT,2.7,4,AS10,Z,11.7,8.4,10.2,28,238,1,1
6656,CADILLAC,CT4-V,COMPACT,2.7,4,AS10,Z,11.5,8.2,10.0,28,234,1,1
6657,CADILLAC,CT4-V AWD,COMPACT,2.7,4,AS10,Z,11.7,8.4,10.2,28,238,1,1
6658,CADILLAC,CT5,MID-SIZE,2.0,4,AS10,Z,10.4,7.3,9.0,31,209,1,1
6659,CADILLAC,CT5,MID-SIZE,3.0,6,AS10,Z,12.6,9.1,11.0,26,256,1,1
6660,CADILLAC,CT5 AWD,MID-SIZE,2.0,4,AS10,Z,11.0,7.7,9.5,30,221,1,1
6661,CADILLAC,CT5 AWD,MID-SIZE,3.0,6,AS10,Z,13.3,9.3,11.5,25,268,1,1
6662,CADILLAC,CT5-V,MID-SIZE,3.0,6,AS10,Z,13.1,9.1,11.3,25,263,1,1
6663,CADILLAC,CT5-V AWD,MID-SIZE,3.0,6,AS10,Z,13.8,9.4,11.8,24,276,1,1
6664,CADILLAC,CT6 AWD,FULL-SIZE,3.6,6,AS10,X,12.9,8.7,11.0,26,259,1,0
6666,CADILLAC,Escalade 4WD,SUV - STANDARD,6.2,8,A10,Z,16.7,11.1,14.2,20,333,1,1
6669,CADILLAC,XT5,SUV - SMALL,2.0,4,AS9,Z,11.0,8.3,9.8,29,227,1,1
6670,CADILLAC,XT5 AWD,SUV - SMALL,2.0,4,AS9,Z,11.2,8.9,10.1,28,235,1,1
6671,CADILLAC,XT5 AWD,SUV - SMALL,3.6,6,AS9,X,13.4,9.4,11.6,24,270,1,0
6672,CADILLAC,XT6 AWD,SUV - SMALL,3.6,6,AS9,X,13.5,9.7,11.8,24,277,1,0
6673,CHEVROLET,Blazer,SUV - SMALL,2.0,4,A9,X,11.0,8.3,9.8,29,225,1,0
6674,CHEVROLET,Blazer,SUV - SMALL,2.5,4,A9,X,11.3,8.9,10.2,28,238,1,0
6675,CHEVROLET,Blazer AWD,SUV - SMALL,2.0,4,A9,X,11.3,8.7,10.1,28,232,1,0
6676,CHEVROLET,Blazer AWD,SUV - SMALL,3.6,6,A9,X,13.1,9.4,11.4,25,269,1,0
6677,CHEVROLET,Camaro,SUBCOMPACT,2.0,4,AS8,Z,10.9,7.6,9.4,30,219,1,1
6679,CHEVROLET,Camaro,SUBCOMPACT,3.6,6,AS10,X,12.5,8.1,10.5,27,247,1,0
6680,CHEVROLET,Camaro,SUBCOMPACT,3.6,6,M6,X,14.3,9.0,11.9,24,280,1,0
6681,CHEVROLET,Camaro SS,SUBCOMPACT,6.2,8,AS10,Z,14.6,8.9,12.1,23,282,1,1
6682,CHEVROLET,Camaro SS,SUBCOMPACT,6.2,8,M6,Z,14.9,9.9,12.6,22,296,1,1
6684,CHEVROLET,Camaro ZL1,SUBCOMPACT,6.2,8,M6,Z,17.2,12.0,14.8,19,349,1,1
6685,CHEVROLET,Colorado,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.1,9.2,10.8,26,252,1,0
6687,CHEVROLET,Colorado,PICKUP TRUCK - SMALL,3.6,6,A8,X,13.4,9.6,11.7,24,273,1,0
6688,CHEVROLET,Colorado 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.6,9.7,11.3,25,265,1,0
6689,CHEVROLET,Colorado 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.3,8.5,10.6,27,284,1,0
6693,CHEVROLET,Corvette,TWO-SEATER,6.2,8,AS8,Z,15.4,8.7,12.4,23,290,1,1
6694,CHEVROLET,Equinox,SUV - SMALL,1.5,4,A6,X,8.9,7.7,8.4,34,196,1,0
6695,CHEVROLET,Equinox AWD,SUV - SMALL,1.5,4,A6,X,9.3,8.0,8.7,32,204,1,0
6697,CHEVROLET,Impala,FULL-SIZE,3.6,6,AS6,X,12.8,8.5,10.9,26,255,1,0
6698,CHEVROLET,Impala,FULL-SIZE,3.6,6,AS6,E,17.2,11.6,14.7,19,246,1,2
6699,CHEVROLET,Malibu,MID-SIZE,1.5,4,AV,X,8.2,6.6,7.5,38,189,1,0
6701,CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,2.7,4,A8,X,11.9,10.3,11.1,25,262,1,0
6702,CHEVROLET,Silverado WT,PICKUP TRUCK - STANDARD,2.7,4,A8,X,12.5,10.8,11.7,24,275,1,0
6703,CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,3.0,6,A10,D,10.2,7.2,8.9,32,238,1,0
6704,CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.1,11.5,13.5,21,318,1,0
6706,CHEVROLET,Silverado FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.0,12.6,14.4,20,339,1,0
6707,CHEVROLET,Silverado FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,22.2,16.2,19.5,14,326,-1,2
6708,CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,5.3,8,A8,X,13.9,10.1,12.2,23,286,1,0
6710,CHEVROLET,Silverado WT 4WD,PICKUP TRUCK - STANDARD,2.7,4,A8,X,12.7,11.0,12.0,24,280,1,0
6711,CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,3.0,6,A10,D,10.4,8.0,9.4,30,252,1,0
6712,CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.7,12.0,14.1,20,331,1,0
6713,CHEVROLET,Silverado 4WD Custom Trail Boss,PICKUP TRUCK - STANDARD,4.3,6,A6,X,16.3,12.9,14.8,19,349,1,0
6714,CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.8,14.1,20,331,1,0
6715,CHEVROLET,Silverado 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.6,13.0,15.0,19,350,1,0
6716,CHEVROLET,Silverado 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,22.3,18.1,20.5,14,342,-1,2
6717,CHEVROLET,Silverado 4WD Custom Trail Boss,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.7,13.1,15.1,19,354,1,0
6718,CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.7,10.7,12.9,22,303,1,0
6719,CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,5.3,8,A10,X,14.3,10.6,12.6,22,296,1,0
6720,CHEVROLET,Silverado 4WD LT Trail Boss,PICKUP TRUCK - STANDARD,5.3,8,A10,X,14.7,11.2,13.1,22,307,1,0
6722,CHEVROLET,Silverado 4WD Custom Trail Boss,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,16.8,13.3,15.2,19,357,1,1
6723,CHEVROLET,Silverado 4WD LT Trail Boss,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.7,12.4,14.2,20,332,1,1
6729,CHEVROLET,Suburban 4WD,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,14.4,20,337,1,0
6730,CHEVROLET,Suburban 4WD FFV,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,14.4,20,337,1,0
6731,CHEVROLET,Suburban 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.2,15.3,19.1,15,319,-1,2
6732,CHEVROLET,Suburban 4WD,SUV - STANDARD,6.2,8,A10,Z,17.2,11.4,14.6,19,343,1,1
6736,CHEVROLET,Tahoe 4WD,SUV - STANDARD,5.3,8,A6,X,16.0,11.2,13.8,20,325,1,0
6737,CHEVROLET,Tahoe 4WD FFV,SUV - STANDARD,5.3,8,A6,X,16.0,11.2,13.8,20,325,1,0
6739,CHEVROLET,Tahoe 4WD,SUV - STANDARD,6.2,8,A10,Z,16.5,10.9,13.9,20,327,1,1
6741,CHEVROLET,Traverse AWD,SUV - STANDARD,3.6,6,A9,X,13.6,9.6,11.8,24,276,1,0
6743,CHEVROLET,Trax AWD,SUV - SMALL,1.4,4,AS6,X,10.0,8.0,9.1,31,214,1,0
6748,CHRYSLER,Voyager (Stop-Start),MINIVAN,3.6,6,A9,X,12.4,8.4,10.6,27,249,1,0
6752,DODGE,Challenger (MDS),MID-SIZE,6.4,8,A8,Z,15.8,9.6,13.0,22,305,1,1
6754,DODGE,Challenger AWD,MID-SIZE,3.6,6,A8,X,12.8,8.7,11.0,26,258,1,0
6755,DODGE,Challenger Widebody (MDS),MID-SIZE,6.4,8,A8,Z,15.8,9.6,13.0,22,305,1,1
6756,DODGE,Challenger Widebody (MDS),MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20,325,1,1
6759,DODGE,Challenger SRT Hellcat Widebody,MID-SIZE,6.2,8,A8,Z,18.6,11.2,15.3,18,358,1,1
6760,DODGE,Challenger SRT Hellcat Widebody,MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,352,1,1
6764,DODGE,Charger (MDS),FULL-SIZE,6.4,8,A8,Z,15.8,9.6,13.0,22,305,1,1
6766,DODGE,Charger Widebody (MDS),FULL-SIZE,6.4,8,A8,Z,15.8,9.6,13.0,22,305,1,1
6767,DODGE,Charger SRT Hellcat Widebody,FULL-SIZE,6.2,8,A8,Z,19.0,11.5,15.6,18,368,1,1
6771,DODGE,Grand Caravan,MINIVAN,3.6,6,A6,X,13.7,9.4,11.8,24,276,1,0
6777,FORD,EcoSport,SUV - SMALL,1.0,3,AS6,X,8.6,8.1,8.4,34,197,1,0
6778,FORD,EcoSport AWD,SUV - SMALL,2.0,4,AS6,X,10.2,8.1,9.2,31,216,1,0
6779,FORD,Edge,SUV - SMALL,2.0,4,A8,X,11.2,8.1,9.8,29,229,1,0
6780,FORD,Edge AWD,SUV - SMALL,2.0,4,A8,X,11.4,8.3,10.0,28,233,1,0
6782,FORD,Edge AWD,SUV - SMALL,2.7,6,AS8,X,12.5,9.2,11.0,26,258,1,0
6783,FORD,Escape,SUV - SMALL,1.5,3,A8,X,8.6,7.1,7.9,36,185,1,0
6784,FORD,Escape AWD,SUV - SMALL,1.5,3,A8,X,8.9,7.6,8.3,34,196,1,0
6785,FORD,Escape AWD,SUV - SMALL,2.0,4,AS8,X,10.4,7.5,9.1,31,213,1,0
6786,FORD,Escape Hybrid,SUV - SMALL,2.5,4,AV,X,5.4,6.3,5.8,49,136,-1,0
6787,FORD,Escape Hybrid AWD,SUV - SMALL,2.5,4,AV,X,5.5,6.4,5.9,48,139,-1,0
6788,FORD,Expedition 4X4,SUV - STANDARD,3.5,6,AS10,X,14.1,10.6,12.5,23,294,1,0
6789,FORD,Expedition MAX 4X4,SUV - STANDARD,3.5,6,AS10,X,14.7,11.2,13.1,22,308,1,0
6790,FORD,Explorer AWD,SUV - STANDARD,2.3,4,AS10,X,11.6,8.7,10.3,27,241,1,0
6791,FORD,Explorer AWD,SUV - STANDARD,3.0,6,AS10,X,13.3,9.8,11.8,24,278,1,0
6792,FORD,Explorer Hybrid AWD,SUV - STANDARD,3.3,6,AS10,X,10.1,9.0,9.6,29,225,1,0
6793,FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6,AS10,X,12.0,8.9,10.6,27,249,1,0
6794,FORD,F-150,PICKUP TRUCK - STANDARD,3.0,6,AS10,D,11.1,8.3,9.8,29,264,1,0
6795,FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.0,6,AS10,D,11.1,8.3,9.8,29,264,1,0
6796,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.1,9.3,10.8,26,254,1,0
6797,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,AS6,E,16.6,12.6,14.8,19,245,1,2
6798,FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.3,10.7,12.7,22,298,1,0
6799,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS10,X,14.3,10.6,12.6,22,297,1,0
6800,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS10,E,20.0,14.8,17.6,16,293,-1,2
6801,FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,X,14.4,11.2,13.0,22,305,1,0
6802,FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,E,20.0,14.9,17.7,16,294,-1,2
6803,FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,X,15.1,11.8,13.6,21,319,1,0
6804,FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,E,19.9,15.8,18.0,16,300,-1,2
6805,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,2.7,6,AS10,X,13.1,10.2,11.8,24,277,1,0
6806,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.0,6,AS10,D,11.9,9.4,10.8,26,290,1,0
6807,FORD,F-150 4X4 XL/XLT,PICKUP TRUCK - STANDARD,3.0,6,AS10,D,11.3,8.5,10.0,28,270,1,0
6808,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.9,10.2,11.7,24,274,1,0
6809,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,AS6,E,17.6,13.8,15.9,18,265,-1,2
6810,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.6,10.9,13.0,22,304,1,0
6812,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS10,X,15.1,11.6,13.5,21,317,1,0
6813,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS10,E,20.3,14.7,17.8,16,296,-1,2
6815,FORD,Fusion,MID-SIZE,1.5,4,AS6,X,10.0,7.0,8.7,32,203,1,0
6816,FORD,Fusion Hybrid,MID-SIZE,2.0,4,AV,X,5.5,5.7,5.6,50,131,-1,0
6817,FORD,GT,TWO-SEATER,3.5,6,AM7,Z,19.8,12.8,16.6,17,393,-1,1
6820,FORD,Mustang,SUBCOMPACT,2.3,4,M6,X,11.2,7.9,9.7,29,226,1,0
6823,FORD,Mustang,SUBCOMPACT,5.0,8,M6,X,16.1,9.9,13.3,21,312,1,0
6824,FORD,Mustang Bullitt,SUBCOMPACT,5.0,8,M6,X,16.4,10.2,13.6,21,319,1,0
6825,FORD,Mustang Convertible,SUBCOMPACT,2.3,4,AS10,X,11.8,8.4,10.3,27,242,1,0
6826,FORD,Mustang Convertible (Performance Pkg),SUBCOMPACT,2.3,4,AS10,X,11.8,8.7,10.4,27,244,1,0
6827,FORD,Mustang Convertible,SUBCOMPACT,2.3,4,M6,X,11.8,8.4,10.3,27,240,1,0
6828,FORD,Mustang Convertible (Performance Pkg),SUBCOMPACT,2.3,4,M6,X,12.1,9.1,10.7,26,252,1,0
6829,FORD,Mustang Convertible,SUBCOMPACT,5.0,8,AS10,X,15.4,9.7,12.9,22,303,1,0
6831,FORD,Shelby GT350 Mustang,SUBCOMPACT,5.2,8,M6,Z,17.1,11.4,14.5,19,342,1,1
6832,FORD,Shelby GT500 Mustang,SUBCOMPACT,5.2,8,AM7,Z,19.9,12.7,16.7,17,392,1,1
